visit_date_num,visitor_local,local_corona,gender_label,category_label,sales_per_counts
202005_27,765616.0,703.0,0,13,39993.401278357225
202005_28,765616.0,703.0,1,13,37368.46189368456
202006_1,860528.0,1332.0,0,0,48080.83288186161
202006_2,860528.0,1332.0,1,0,38447.58562559478
202006_3,860528.0,1332.0,0,1,63702.18952356708
202006_4,860528.0,1332.0,1,1,59002.515527419986
202006_5,860528.0,1332.0,0,2,28025.676124520945
202006_6,860528.0,1332.0,1,2,26843.347119510196
202006_7,860528.0,1332.0,0,3,25939.885407738006
202006_8,860528.0,1332.0,1,3,27392.931184544992
202006_9,860528.0,1332.0,0,4,37825.46415506415
202006_10,860528.0,1332.0,1,4,44695.46619653534
202006_11,860528.0,1332.0,0,5,18148.419414269614
202006_12,860528.0,1332.0,1,5,16647.028399873747
202006_13,860528.0,1332.0,0,6,40574.2598853537
202006_14,860528.0,1332.0,1,6,35720.12859040694
202006_15,860528.0,1332.0,0,7,199967.9719937567
202006_16,860528.0,1332.0,1,7,99915.8533073109
202006_17,860528.0,1332.0,0,8,64544.59368278521
202006_18,860528.0,1332.0,1,8,58757.48145132946
202006_19,860528.0,1332.0,0,9,14604.05333264369
202006_20,860528.0,1332.0,1,9,14869.415712608165
202006_21,860528.0,1332.0,0,10,25618.264490755173
202006_22,860528.0,1332.0,1,10,25059.81329677521
202006_23,860528.0,1332.0,0,11,12643.306769162898
202006_24,860528.0,1332.0,1,11,12691.473184611747
202006_25,860528.0,1332.0,0,12,13089.125085195892
202006_26,860528.0,1332.0,1,12,12489.595197128934
202006_27,860528.0,1332.0,0,13,39208.75695636589
202006_28,860528.0,1332.0,1,13,36864.09697299567
202007_1,988094.0,1505.0,0,0,48494.552749739036
202007_2,988094.0,1505.0,1,0,37878.32125424751
202007_3,988094.0,1505.0,0,1,63961.21165992856
202007_4,988094.0,1505.0,1,1,60110.285019235744
202007_5,988094.0,1505.0,0,2,29210.82618616382
202007_6,988094.0,1505.0,1,2,26901.85128713653
202007_7,988094.0,1505.0,0,3,25471.72762340063
202007_8,988094.0,1505.0,1,3,27135.00796940352
202007_9,988094.0,1505.0,0,4,46327.533103299545
202007_10,988094.0,1505.0,1,4,41668.35285700658
202007_11,988094.0,1505.0,0,5,18400.045288189835
202007_12,988094.0,1505.0,1,5,16956.417264573993
202007_13,988094.0,1505.0,0,6,41009.958288087655
202007_14,988094.0,1505.0,1,6,35007.52209658999
202007_15,988094.0,1505.0,0,7,198491.2375582072
202007_16,988094.0,1505.0,1,7,90338.09934397951
202007_17,988094.0,1505.0,0,8,66578.55737667222
202007_18,988094.0,1505.0,1,8,59120.764727110145
202007_19,988094.0,1505.0,0,9,14987.111075697661
202007_20,988094.0,1505.0,1,9,15183.036356781435
202007_21,988094.0,1505.0,0,10,26917.35270113159
202007_22,988094.0,1505.0,1,10,26396.136922021295
202007_23,988094.0,1505.0,0,11,13114.064751633176
202007_24,988094.0,1505.0,1,11,13107.920966694863
202007_25,988094.0,1505.0,0,12,13182.551733034688
202007_26,988094.0,1505.0,1,12,12383.927975209735
202007_27,988094.0,1505.0,0,13,40944.44297491405
202007_28,988094.0,1505.0,1,13,37301.451556397566
202008_1,1127097.0,5642.0,0,0,47640.91258704113
202008_2,1127097.0,5642.0,1,0,37511.072942079016
202008_3,1127097.0,5642.0,0,1,65981.11542354531
202008_4,1127097.0,5642.0,1,1,61660.34226441462
202008_5,1127097.0,5642.0,0,2,28970.739453128535
202008_6,1127097.0,5642.0,1,2,26877.43626767113
202008_7,1127097.0,5642.0,0,3,26973.777463741168
202008_8,1127097.0,5642.0,1,3,27287.75351661784
202008_9,1127097.0,5642.0,0,4,40703.48938952026
202008_10,1127097.0,5642.0,1,4,49951.95353239824
202008_11,1127097.0,5642.0,0,5,19244.549718120616
202008_12,1127097.0,5642.0,1,5,17889.316499706427
202008_13,1127097.0,5642.0,0,6,42717.435946145146
202008_14,1127097.0,5642.0,1,6,37566.19015982184
202008_15,1127097.0,5642.0,0,7,189631.67412435514
202008_16,1127097.0,5642.0,1,7,92518.37836964894
202008_17,1127097.0,5642.0,0,8,67068.56642150362
202008_18,1127097.0,5642.0,1,8,60272.77236191496
202008_19,1127097.0,5642.0,0,9,15567.881697868377
202008_20,1127097.0,5642.0,1,9,15439.799002477801
202008_21,1127097.0,5642.0,0,10,27776.0491704767
202008_22,1127097.0,5642.0,1,10,27770.72464730939
202008_23,1127097.0,5642.0,0,11,13918.101832212029
202008_24,1127097.0,5642.0,1,11,13581.964565188831
202008_25,1127097.0,5642.0,0,12,13550.237532574858
202008_26,1127097.0,5642.0,1,12,13481.380793454126
202008_27,1127097.0,5642.0,0,13,42135.77633056678
202008_28,1127097.0,5642.0,1,13,39149.917727676744
202009_1,726169.0,3865.0,0,0,48919.47153176248
202009_2,726169.0,3865.0,1,0,37875.57260161214
202009_3,726169.0,3865.0,0,1,61001.43262606559
202009_4,726169.0,3865.0,1,1,56088.33017004492
202009_5,726169.0,3865.0,0,2,27222.625714008016
202009_6,726169.0,3865.0,1,2,25604.67439880515
202009_7,726169.0,3865.0,0,3,25033.575100591715
202009_8,726169.0,3865.0,1,3,26479.58591432301
202009_9,726169.0,3865.0,0,4,36125.969665362885
202009_10,726169.0,3865.0,1,4,41079.45518059583
202009_11,726169.0,3865.0,0,5,17557.86780014122
202009_12,726169.0,3865.0,1,5,16130.109408268387
202009_13,726169.0,3865.0,0,6,41375.61266389287
202009_14,726169.0,3865.0,1,6,35990.63330895822
202009_15,726169.0,3865.0,0,7,200881.07211897828
202009_16,726169.0,3865.0,1,7,95017.62334748333
202009_17,726169.0,3865.0,0,8,65042.62506315264
202009_18,726169.0,3865.0,1,8,60942.494168941055
202009_19,726169.0,3865.0,0,9,16326.452113005793
202009_20,726169.0,3865.0,1,9,15785.01151602145
202009_21,726169.0,3865.0,0,10,25885.66990674472
202009_22,726169.0,3865.0,1,10,26029.270078671398
202009_23,726169.0,3865.0,0,11,12639.609333960538
202009_24,726169.0,3865.0,1,11,12450.637355365425
202009_25,726169.0,3865.0,0,12,12978.40648938579
202009_26,726169.0,3865.0,1,12,12736.054532428674
202009_27,726169.0,3865.0,0,13,38479.18567091072
202009_28,726169.0,3865.0,1,13,35159.12731421654
202010_1,1072455.0,2699.0,0,0,47452.89451695089
202010_2,1072455.0,2699.0,1,0,37123.87424852034
202010_3,1072455.0,2699.0,0,1,65003.27060878895
202010_4,1072455.0,2699.0,1,1,60887.5196023348
202010_5,1072455.0,2699.0,0,2,27993.530364913902
202010_6,1072455.0,2699.0,1,2,26248.582306841538
202010_7,1072455.0,2699.0,0,3,25724.042861446214
202010_8,1072455.0,2699.0,1,3,27316.475002248808
202010_9,1072455.0,2699.0,0,4,39496.28369612224
202010_10,1072455.0,2699.0,1,4,47265.66654987152
202010_11,1072455.0,2699.0,0,5,18216.051418700154
202010_12,1072455.0,2699.0,1,5,17001.12107382493
202010_13,1072455.0,2699.0,0,6,40664.47131424979
202010_14,1072455.0,2699.0,1,6,37079.69803606976
202010_15,1072455.0,2699.0,0,7,188995.52525114932
202010_16,1072455.0,2699.0,1,7,83490.95532876025
202010_17,1072455.0,2699.0,0,8,68890.10334487018
202010_18,1072455.0,2699.0,1,8,61824.692650850724
202010_19,1072455.0,2699.0,0,9,15457.38955395706
202010_20,1072455.0,2699.0,1,9,15267.325029574096
202010_21,1072455.0,2699.0,0,10,26802.92226659443
202010_22,1072455.0,2699.0,1,10,26199.223360105712
202010_23,1072455.0,2699.0,0,11,13446.233573081083
202010_24,1072455.0,2699.0,1,11,13456.2191981115
202010_25,1072455.0,2699.0,0,12,13198.433012668422
202010_26,1072455.0,2699.0,1,12,12805.563712519357
202010_27,1072455.0,2699.0,0,13,41251.88948414698
202010_28,1072455.0,2699.0,1,13,37573.63360062972
202011_1,1138369.0,7690.0,0,0,47195.546956643084
202011_2,1138369.0,7690.0,1,0,37923.31897751173
202011_3,1138369.0,7690.0,0,1,67669.24268427452
202011_4,1138369.0,7690.0,1,1,61645.41635302736
202011_5,1138369.0,7690.0,0,2,28053.592786067835
202011_6,1138369.0,7690.0,1,2,25804.49140038919
202011_7,1138369.0,7690.0,0,3,25931.98370453905
202011_8,1138369.0,7690.0,1,3,28956.718668625224
202011_9,1138369.0,7690.0,0,4,63088.74460803306
202011_10,1138369.0,7690.0,1,4,48889.892221871385
202011_11,1138369.0,7690.0,0,5,18456.03476308107
202011_12,1138369.0,7690.0,1,5,17530.562281941657
202011_13,1138369.0,7690.0,0,6,41452.50958117086
202011_14,1138369.0,7690.0,1,6,36049.76646895383
202011_15,1138369.0,7690.0,0,7,193888.43268273683
202011_16,1138369.0,7690.0,1,7,94099.97574703481
202011_17,1138369.0,7690.0,0,8,71115.69398285708
202011_18,1138369.0,7690.0,1,8,61520.10147202
202011_19,1138369.0,7690.0,0,9,16369.830011091579
202011_20,1138369.0,7690.0,1,9,15924.02483407756
202011_21,1138369.0,7690.0,0,10,27016.983707477346
202011_22,1138369.0,7690.0,1,10,26598.844021483215
202011_23,1138369.0,7690.0,0,11,13438.129787848864
202011_24,1138369.0,7690.0,1,11,13600.380435025638
202011_25,1138369.0,7690.0,0,12,13603.149064291527
202011_26,1138369.0,7690.0,1,12,13072.181051705968
202011_27,1138369.0,7690.0,0,13,41857.91754260851
202011_28,1138369.0,7690.0,1,13,38533.12963733328
202012_1,623062.0,26539.0,0,0,47325.72934040318
202012_2,623062.0,26539.0,1,0,37612.695790645565
202012_3,623062.0,26539.0,0,1,59557.09178171338
202012_4,623062.0,26539.0,1,1,55904.790592608144
202012_5,623062.0,26539.0,0,2,25608.56723004839
202012_6,623062.0,26539.0,1,2,24873.511718826838
202012_7,623062.0,26539.0,0,3,24937.366672960132
202012_8,623062.0,26539.0,1,3,26850.10937784891
202012_9,623062.0,26539.0,0,4,44369.32415141283
202012_10,623062.0,26539.0,1,4,61405.044025157236
202012_11,623062.0,26539.0,0,5,17413.087643817744
202012_12,623062.0,26539.0,1,5,16181.212923078783
202012_13,623062.0,26539.0,0,6,41597.52635353507
202012_14,623062.0,26539.0,1,6,36081.11946307417
202012_15,623062.0,26539.0,0,7,198598.83352057147
202012_16,623062.0,26539.0,1,7,98062.13292994232
202012_17,623062.0,26539.0,0,8,65692.2467011268
202012_18,623062.0,26539.0,1,8,60047.77843044039
202012_19,623062.0,26539.0,0,9,16115.809495173644
202012_20,623062.0,26539.0,1,9,15982.392600350322
202012_21,623062.0,26539.0,0,10,26277.986720528388
202012_22,623062.0,26539.0,1,10,26771.226748978115
202012_23,623062.0,26539.0,0,11,12617.810359648767
202012_24,623062.0,26539.0,1,11,12819.189206655026
202012_25,623062.0,26539.0,0,12,13756.011426868688
202012_26,623062.0,26539.0,1,12,13629.834244256175
202012_27,623062.0,26539.0,0,13,37485.074020333945
202012_28,623062.0,26539.0,1,13,35175.95353014541
202101_1,465672.0,16655.0,0,0,42453.03781415725
202101_2,465672.0,16655.0,1,0,36385.01969112765
202101_3,465672.0,16655.0,0,1,58043.452044178455
202101_4,465672.0,16655.0,1,1,53412.74154937022
202101_5,465672.0,16655.0,0,2,25174.784283171906
202101_6,465672.0,16655.0,1,2,24103.36764401893
202101_7,465672.0,16655.0,0,3,24562.66890303624
202101_8,465672.0,16655.0,1,3,26854.65573979592
202101_9,465672.0,16655.0,0,4,45038.39981414798
202101_10,465672.0,16655.0,1,4,43880.09319899244
202101_11,465672.0,16655.0,0,5,17086.631096629364
202101_12,465672.0,16655.0,1,5,16115.436376675789
202101_13,465672.0,16655.0,0,6,36963.39210192646
202101_14,465672.0,16655.0,1,6,34107.94232581454
202101_15,465672.0,16655.0,0,7,247081.23021800566
202101_16,465672.0,16655.0,1,7,46892.216001495464
202101_17,465672.0,16655.0,0,8,64048.57699855402
202101_18,465672.0,16655.0,1,8,60198.13936070979
202101_19,465672.0,16655.0,0,9,14971.662019993393
202101_20,465672.0,16655.0,1,9,14617.613925173659
202101_21,465672.0,16655.0,0,10,26703.694621566257
202101_22,465672.0,16655.0,1,10,25862.394251692982
202101_23,465672.0,16655.0,0,11,12421.605857071
202101_24,465672.0,16655.0,1,11,12301.229408714882
202101_25,465672.0,16655.0,0,12,13624.348350709974
202101_26,465672.0,16655.0,1,12,13550.53560298103
202101_27,465672.0,16655.0,0,13,35530.141120861976
202101_28,465672.0,16655.0,1,13,33307.547202867456
202102_1,790712.0,12281.0,0,0,46857.23319390033
202102_2,790712.0,12281.0,1,0,36863.77923525377
202102_3,790712.0,12281.0,0,1,62846.405442194395
202102_4,790712.0,12281.0,1,1,58335.15968602234
202102_5,790712.0,12281.0,0,2,26570.04520968983
202102_6,790712.0,12281.0,1,2,25066.719751091965
202102_7,790712.0,12281.0,0,3,26208.663004550253
202102_8,790712.0,12281.0,1,3,27735.05150334675
202102_9,790712.0,12281.0,0,4,64252.456390809726
202102_10,790712.0,12281.0,1,4,35599.65977811616
202102_11,790712.0,12281.0,0,5,18159.983041063977
202102_12,790712.0,12281.0,1,5,17006.959523439255
202102_13,790712.0,12281.0,0,6,41979.29761386147
202102_14,790712.0,12281.0,1,6,36737.873482985
202102_15,790712.0,12281.0,0,7,135463.63609516542
202102_16,790712.0,12281.0,1,7,65716.95865921788
202102_17,790712.0,12281.0,0,8,67285.39899692794
202102_18,790712.0,12281.0,1,8,60188.13185391581
202102_19,790712.0,12281.0,0,9,16643.80001281241
202102_20,790712.0,12281.0,1,9,16691.181021358363
202102_21,790712.0,12281.0,0,10,26042.215650257163
202102_22,790712.0,12281.0,1,10,26654.86107710607
202102_23,790712.0,12281.0,0,11,13209.826541964901
202102_24,790712.0,12281.0,1,11,13264.255031124456
202102_25,790712.0,12281.0,0,12,13529.512422514257
202102_26,790712.0,12281.0,1,12,13710.100404557797
202102_27,790712.0,12281.0,0,13,38835.56182898291
202102_28,790712.0,12281.0,1,13,36196.87706325073
202103_1,889216.0,13412.0,0,0,47221.25045905251
202103_2,889216.0,13412.0,1,0,37137.679587415645
202103_3,889216.0,13412.0,0,1,61420.84366041816
202103_4,889216.0,13412.0,1,1,58334.62862533433
202103_5,889216.0,13412.0,0,2,27125.253987834087
202103_6,889216.0,13412.0,1,2,26026.67397296233
202103_7,889216.0,13412.0,0,3,25993.34714217913
202103_8,889216.0,13412.0,1,3,28576.518413597732
202103_9,889216.0,13412.0,0,4,33505.968523568365
202103_10,889216.0,13412.0,1,4,33444.177832664405
202103_11,889216.0,13412.0,0,5,17431.666860536236
202103_12,889216.0,13412.0,1,5,16815.646829254412
202103_13,889216.0,13412.0,0,6,41389.14024834642
202103_14,889216.0,13412.0,1,6,35542.63217146713
202103_15,889216.0,13412.0,0,7,197026.322352836
202103_16,889216.0,13412.0,1,7,94106.31838134829
202103_17,889216.0,13412.0,0,8,63954.716548430835
202103_18,889216.0,13412.0,1,8,61014.03241697808
202103_19,889216.0,13412.0,0,9,16231.013510103721
202103_20,889216.0,13412.0,1,9,15707.967263713299
202103_21,889216.0,13412.0,0,10,25240.582601694416
202103_22,889216.0,13412.0,1,10,24958.882217804286
202103_23,889216.0,13412.0,0,11,12641.23739826149
202103_24,889216.0,13412.0,1,11,13032.623301702306
202103_25,889216.0,13412.0,0,12,13060.086311079582
202103_26,889216.0,13412.0,1,12,13442.905836126125
202103_27,889216.0,13412.0,0,13,37706.453286509284
202103_28,889216.0,13412.0,1,13,36425.64409960562
202104_1,1078759.0,18919.0,0,0,45134.581157666325
202104_2,1078759.0,18919.0,1,0,36102.406582531105
202104_3,1078759.0,18919.0,0,1,64306.55691588026
202104_4,1078759.0,18919.0,1,1,60709.55205604838
202104_5,1078759.0,18919.0,0,2,27948.471643692807
202104_6,1078759.0,18919.0,1,2,25404.795691166382
202104_7,1078759.0,18919.0,0,3,25755.382883979324
202104_8,1078759.0,18919.0,1,3,29386.908391900353
202104_9,1078759.0,18919.0,0,4,32185.33617626155
202104_10,1078759.0,18919.0,1,4,33109.22178165477
202104_11,1078759.0,18919.0,0,5,18376.70792346249
202104_12,1078759.0,18919.0,1,5,17265.452027069106
202104_13,1078759.0,18919.0,0,6,42239.3943581412
202104_14,1078759.0,18919.0,1,6,36485.15180193478
202104_15,1078759.0,18919.0,0,7,191485.58357224613
202104_16,1078759.0,18919.0,1,7,85147.24286314021
202104_17,1078759.0,18919.0,0,8,67668.22540663223
202104_18,1078759.0,18919.0,1,8,61487.07789022614
202104_19,1078759.0,18919.0,0,9,16598.47729252859
202104_20,1078759.0,18919.0,1,9,16092.318282937047
202104_21,1078759.0,18919.0,0,10,24910.220655351455
202104_22,1078759.0,18919.0,1,10,24991.11991134715
202104_23,1078759.0,18919.0,0,11,13095.000562174211
202104_24,1078759.0,18919.0,1,11,13419.10333508778
202104_25,1078759.0,18919.0,0,12,12981.296254560912
202104_26,1078759.0,18919.0,1,12,13126.911011843971
202104_27,1078759.0,18919.0,0,13,39658.0298163412
202104_28,1078759.0,18919.0,1,13,37171.312727679055
202105_1,1132368.0,18333.0,0,0,46407.47767162017
202105_2,1132368.0,18333.0,1,0,37666.02503960824
202105_3,1132368.0,18333.0,0,1,64555.056355965455
202105_4,1132368.0,18333.0,1,1,60378.581760028246
202105_5,1132368.0,18333.0,0,2,28251.671411208354
202105_6,1132368.0,18333.0,1,2,25645.6257906598
202105_7,1132368.0,18333.0,0,3,27945.059602861966
202105_8,1132368.0,18333.0,1,3,31340.78163976179
202105_9,1132368.0,18333.0,0,4,33535.229268292685
202105_10,1132368.0,18333.0,1,4,33154.711265314974
202105_11,1132368.0,18333.0,0,5,18019.865741075144
202105_12,1132368.0,18333.0,1,5,17150.804245202307
202105_13,1132368.0,18333.0,0,6,44881.42234141919
202105_14,1132368.0,18333.0,1,6,38377.69153262175
202105_15,1132368.0,18333.0,0,7,174243.6122385547
202105_16,1132368.0,18333.0,1,7,84283.14884058751
202105_17,1132368.0,18333.0,0,8,69970.50048678073
202105_18,1132368.0,18333.0,1,8,64966.00264830508
202105_19,1132368.0,18333.0,0,9,16030.33804372207
202105_20,1132368.0,18333.0,1,9,15465.034856663104
202105_21,1132368.0,18333.0,0,10,25150.918117665948
202105_22,1132368.0,18333.0,1,10,25393.072625264722
202105_23,1132368.0,18333.0,0,11,12945.430650916294
202105_24,1132368.0,18333.0,1,11,12828.115962458567
202105_25,1132368.0,18333.0,0,12,14050.24076399764
202105_26,1132368.0,18333.0,1,12,13683.735122669912
202105_27,1132368.0,18333.0,0,13,40452.49039439009
202105_28,1132368.0,18333.0,1,13,38182.31169779319
202106_1,1134254.0,16621.0,0,0,45337.311446074986
202106_2,1134254.0,16621.0,1,0,37582.86645476485
202106_3,1134254.0,16621.0,0,1,64274.1241466818
202106_4,1134254.0,16621.0,1,1,59889.60882522363
202106_5,1134254.0,16621.0,0,2,28153.498158736136
202106_6,1134254.0,16621.0,1,2,25551.019168281837
202106_7,1134254.0,16621.0,0,3,26741.062662634504
202106_8,1134254.0,16621.0,1,3,29050.220456486426
202106_9,1134254.0,16621.0,0,4,33454.35525961797
202106_10,1134254.0,16621.0,1,4,32798.244544940644
202106_11,1134254.0,16621.0,0,5,18255.33147760798
202106_12,1134254.0,16621.0,1,5,17321.980071450605
202106_13,1134254.0,16621.0,0,6,41808.663291424906
202106_14,1134254.0,16621.0,1,6,37054.67564299908
202106_15,1134254.0,16621.0,0,7,146595.5840266944
202106_16,1134254.0,16621.0,1,7,65453.35535644722
202106_17,1134254.0,16621.0,0,8,70519.74582652096
202106_18,1134254.0,16621.0,1,8,65179.49692201889
202106_19,1134254.0,16621.0,0,9,15896.780981282365
202106_20,1134254.0,16621.0,1,9,15545.106790089241
202106_21,1134254.0,16621.0,0,10,25180.46436819247
202106_22,1134254.0,16621.0,1,10,25324.699026078084
202106_23,1134254.0,16621.0,0,11,12661.171316772745
202106_24,1134254.0,16621.0,1,11,12688.940572459109
202106_25,1134254.0,16621.0,0,12,13782.417324788199
202106_26,1134254.0,16621.0,1,12,13353.478721921378
202106_27,1134254.0,16621.0,0,13,40292.73828413086
202106_28,1134254.0,16621.0,1,13,37930.1242676256
202107_1,1126885.0,41384.0,0,0,45497.90344952095
202107_2,1126885.0,41384.0,1,0,37701.42712731445
202107_3,1126885.0,41384.0,0,1,64366.79673080956
202107_4,1126885.0,41384.0,1,1,60264.87836758538
202107_5,1126885.0,41384.0,0,2,28552.432429488228
202107_6,1126885.0,41384.0,1,2,25888.667028501917
202107_7,1126885.0,41384.0,0,3,26704.362041422995
202107_8,1126885.0,41384.0,1,3,29735.6183369951
202107_9,1126885.0,41384.0,0,4,34236.936409395974
202107_10,1126885.0,41384.0,1,4,33286.05905077263
202107_11,1126885.0,41384.0,0,5,18209.532093099464
202107_12,1126885.0,41384.0,1,5,17251.22873716773
202107_13,1126885.0,41384.0,0,6,42805.445885808374
202107_14,1126885.0,41384.0,1,6,37482.5127266783
202107_15,1126885.0,41384.0,0,7,157746.04560401692
202107_16,1126885.0,41384.0,1,7,75043.87549601369
202107_17,1126885.0,41384.0,0,8,69843.80840121054
202107_18,1126885.0,41384.0,1,8,64627.229945174164
202107_19,1126885.0,41384.0,0,9,15920.307270764853
202107_20,1126885.0,41384.0,1,9,15296.974054191038
202107_21,1126885.0,41384.0,0,10,25355.254448824813
202107_22,1126885.0,41384.0,1,10,25413.41225545895
202107_23,1126885.0,41384.0,0,11,12819.835294401451
202107_24,1126885.0,41384.0,1,11,12770.934173924034
202107_25,1126885.0,41384.0,0,12,13877.637974884374
202107_26,1126885.0,41384.0,1,12,13413.450574341112
202107_27,1126885.0,41384.0,0,13,40445.40262880856
202107_28,1126885.0,41384.0,1,13,38012.5307899668
202108_1,969818.0,53076.0,0,0,44589.812902360514
202108_2,969818.0,53076.0,1,0,36960.0027357999
202108_3,969818.0,53076.0,0,1,64768.68600798253
202108_4,969818.0,53076.0,1,1,60542.06243914949
202108_5,969818.0,53076.0,0,2,28185.353982454675
202108_6,969818.0,53076.0,1,2,25551.992155189244
202108_7,969818.0,53076.0,0,3,26450.74794560492
202108_8,969818.0,53076.0,1,3,29097.89566382381
202108_9,969818.0,53076.0,0,4,33612.8062237379
202108_10,969818.0,53076.0,1,4,33322.16979437014
202108_11,969818.0,53076.0,0,5,18394.529187623837
202108_12,969818.0,53076.0,1,5,17530.693886314708
202108_13,969818.0,53076.0,0,6,41987.15137646131
202108_14,969818.0,53076.0,1,6,37076.50560004329
202108_15,969818.0,53076.0,0,7,58158.41151650534
202108_16,969818.0,53076.0,1,7,32384.948029056726
202108_17,969818.0,53076.0,0,8,69545.2482919434
202108_18,969818.0,53076.0,1,8,64498.64105783821
202108_19,969818.0,53076.0,0,9,15665.095436237532
202108_20,969818.0,53076.0,1,9,15223.248729441097
202108_21,969818.0,53076.0,0,10,25611.61021043198
202108_22,969818.0,53076.0,1,10,25700.49592380997
202108_23,969818.0,53076.0,0,11,13140.160011606255
202108_24,969818.0,53076.0,1,11,12880.389499140094
202108_25,969818.0,53076.0,0,12,14074.88579034188
202108_26,969818.0,53076.0,1,12,13723.791772379582
202108_27,969818.0,53076.0,0,13,40578.612360175495
202108_28,969818.0,53076.0,1,13,38289.8081409711
202109_1,867371.0,59868.0,0,0,45183.60198590862
202109_2,867371.0,59868.0,1,0,36610.41408921746
202109_3,867371.0,59868.0,0,1,64725.43540624847
202109_4,867371.0,59868.0,1,1,60490.32879743855
202109_5,867371.0,59868.0,0,2,28216.24868302367
202109_6,867371.0,59868.0,1,2,25636.169935517097
202109_7,867371.0,59868.0,0,3,26826.295872518993
202109_8,867371.0,59868.0,1,3,29370.673778657536
202109_9,867371.0,59868.0,0,4,33605.87941997519
202109_10,867371.0,59868.0,1,4,32867.19798828622
202109_11,867371.0,59868.0,0,5,18325.022380236012
202109_12,867371.0,59868.0,1,5,17469.039813679272
202109_13,867371.0,59868.0,0,6,41607.89292191305
202109_14,867371.0,59868.0,1,6,37106.14110307951
202109_15,867371.0,59868.0,0,7,95506.75077079328
202109_16,867371.0,59868.0,1,7,39062.082614976
202109_17,867371.0,59868.0,0,8,69166.38322057437
202109_18,867371.0,59868.0,1,8,65061.17946357752
202109_19,867371.0,59868.0,0,9,16102.926318703101
202109_20,867371.0,59868.0,1,9,15787.231884321274
202109_21,867371.0,59868.0,0,10,25499.16026810749
202109_22,867371.0,59868.0,1,10,25677.908203560073
202109_23,867371.0,59868.0,0,11,13035.088854737014
202109_24,867371.0,59868.0,1,11,12765.548968423904
202109_25,867371.0,59868.0,0,12,13877.79157063987
202109_26,867371.0,59868.0,1,12,13631.472310535284
202109_27,867371.0,59868.0,0,13,40108.16075246059
202109_28,867371.0,59868.0,1,13,37988.71593424701
